中央频道,#genre#
Rainsun宇,https://www.goodiptv.club/douyu/323876
赵本山经典小品,https://www.goodiptv.club/douyu/9817716
吃奶滴虫,https://www.goodiptv.club/douyu/263824
小约翰可汗,https://www.goodiptv.club/douyu/9738854
科幻Fans布玛,https://www.goodiptv.club/douyu/3508304
开心麻花经典小品,https://www.goodiptv.club/douyu/10153463
特辑电影院,https://www.goodiptv.club/douyu/3637778
宋小宝小品,https://www.goodiptv.club/douyu/9817729

民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
东森超视,rtmp://f13h.mine.nu/sat/tv331
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
ELTA体育3,rtmp://9hv9.mine.nu/sat/md011
ELTA体育4,rtmp://9hv9.mine.nu/sat/md021
DAZN体育1,rtmp://f13h.mine.nu/sat/tv731
DAZN体育2,rtmp://f13h.mine.nu/sat/tv741
中视闽南,rtmp://f13h.mine.nu/sat/tv091
华视闽南,rtmp://f13h.mine.nu/sat/tv111
台视闽南,rtmp://f13h.mine.nu/sat/tv071
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2,rtmp://f13h.mine.nu/sat/tv741
momoTV频特,rtmp://f13h.mine.nu/sat/tv761

寰宇新闻,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8
中天亚洲,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
中天新闻,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
TVBS,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
TVBS-新闻台,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
tvbs新闻,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
tvbs闽南,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
三立新闻,http://aktv.top/AKTV/live/aktv/null-14/AKTV.m3u8
中视,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
华视,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
靖天电影台,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
龙华日韩台,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龙华经典台,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龙华电影台,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
中视闽南,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
华视闽南,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
三立综合,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
中天亚洲,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
靖天电影,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
泰国购物,http://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8
